ID,Name,DisplayName,Quality,Type,AttackType,apperence,url,des
9013,格斗防御强化Lv.3,格斗防御强化Lv.3,5,4,1,"0,0",9005,副本内所有敌人增加格斗防御力30%
9014,格斗防御强化Lv.4,格斗防御强化Lv.4,5,4,1,"0,0",9005,副本内所有敌人增加格斗防御力40%
9015,格斗防御强化Lv.5,格斗防御强化Lv.5,5,4,1,"0,0",9005,副本内所有敌人增加格斗防御力50%
9016,气功防御强化Lv.1,气功防御强化Lv.1,5,4,1,"0,0",9006,副本内所有敌人增加气功防御力10%
9017,气功防御强化Lv.2,气功防御强化Lv.2,5,4,1,"0,0",9006,副本内所有敌人增加气功防御力20%
9018,气功防御强化Lv.3,气功防御强化Lv.3,5,4,1,"0,0",9006,副本内所有敌人增加气功防御力30%
9019,气功防御强化Lv.4,气功防御强化Lv.4,5,4,1,"0,0",9006,副本内所有敌人增加气功防御力40%
9020,气功防御强化Lv.5,气功防御强化Lv.5,5,4,1,"0,0",9006,副本内所有敌人增加气功防御力50%
9021,精神防御强化Lv.1,精神防御强化Lv.1,5,4,1,"0,0",9007,副本内所有敌人增加精神防御力10%
9022,精神防御强化Lv.2,精神防御强化Lv.2,5,4,1,"0,0",9007,副本内所有敌人增加精神防御力20%
9023,精神防御强化Lv.3,精神防御强化Lv.3,5,4,1,"0,0",9007,副本内所有敌人增加精神防御力30%
9024,精神防御强化Lv.4,精神防御强化Lv.4,5,4,1,"0,0",9007,副本内所有敌人增加精神防御力40%
9025,精神防御强化Lv.5,精神防御强化Lv.5,5,4,1,"0,0",9007,副本内所有敌人增加精神防御力50%
9026,暴击率强化Lv.1,暴击率强化Lv.1,5,4,1,"0,0",9008,副本内所有敌人增加暴击率1%
9027,暴击率强化Lv.2,暴击率强化Lv.2,5,4,1,"0,0",9008,副本内所有敌人增加暴击率2%
9028,暴击率强化Lv.3,暴击率强化Lv.3,5,4,1,"0,0",9008,副本内所有敌人增加暴击率3%
9029,暴击率强化Lv.4,暴击率强化Lv.4,5,4,1,"0,0",9008,副本内所有敌人增加暴击率4%
9030,暴击率强化Lv.5,暴击率强化Lv.5,5,4,1,"0,0",9008,副本内所有敌人增加暴击率5%
9031,格挡率强化Lv.1,格挡率强化Lv.1,5,4,1,"0,0",9009,副本内所有敌人增加格挡率1%
9032,格挡率强化Lv.2,格挡率强化Lv.2,5,4,1,"0,0",9009,副本内所有敌人增加格挡率2%
9033,格挡率强化Lv.3,格挡率强化Lv.3,5,4,1,"0,0",9009,副本内所有敌人增加格挡率3%
9034,格挡率强化Lv.4,格挡率强化Lv.4,5,4,1,"0,0",9009,副本内所有敌人增加格挡率4%
9035,格挡率强化Lv.5,格挡率强化Lv.5,5,4,1,"0,0",9009,副本内所有敌人增加格挡率5%
19001,活力Lv.1,活力Lv.1,1,4,1,"0,0",9001,增加生命1%
19002,活力Lv.2,活力Lv.2,2,4,1,"0,0",9001,增加生命2%
19003,活力Lv.3,活力Lv.3,3,4,1,"0,0",9001,增加生命4%
19004,活力Lv.4,活力Lv.4,4,4,1,"0,0",9001,增加生命5%
19005,活力Lv.5,活力Lv.5,5,4,1,"0,0",9001,增加生命7%
19006,活力Lv.6,活力Lv.6,6,4,1,"0,0",9001,增加生命8%
19007,活力Lv.7,活力Lv.7,7,4,1,"0,0",9001,增加生命10%
19008,强健Lv.1,强健Lv.1,1,4,1,"0,0",9002,增加攻击力0.5%
19009,强健Lv.2,强健Lv.2,2,4,1,"0,0",9002,增加攻击力1%
19010,强健Lv.3,强健Lv.3,3,4,1,"0,0",9002,增加攻击力2%
19011,强健Lv.4,强健Lv.4,4,4,1,"0,0",9002,增加攻击力2.5%
19012,强健Lv.5,强健Lv.5,5,4,1,"0,0",9002,增加攻击力3.5%
19013,强健Lv.6,强健Lv.6,6,4,1,"0,0",9002,增加攻击力4%
19014,强健Lv.7,强健Lv.7,7,4,1,"0,0",9002,增加攻击力5%
19015,守护Lv.1,守护Lv.1,1,4,1,"0,0",9003,增加防御力0.3%
19016,守护Lv.2,守护Lv.2,2,4,1,"0,0",9003,增加防御力0.6%
19017,守护Lv.3,守护Lv.3,3,4,1,"0,0",9003,增加防御力1.2%
19018,守护Lv.4,守护Lv.4,4,4,1,"0,0",9003,增加防御力1.5%
19019,守护Lv.5,守护Lv.5,5,4,1,"0,0",9003,增加防御力2.1%
19020,守护Lv.6,守护Lv.6,6,4,1,"0,0",9003,增加防御力2.4%
19021,守护Lv.7,守护Lv.7,7,4,1,"0,0",9003,增加防御力3%
19022,充盈Lv.1,充盈Lv.1,1,4,1,"0,0",9004,增加力量0.5%
19023,充盈Lv.2,充盈Lv.2,2,4,1,"0,0",9004,增加力量1%
19024,充盈Lv.3,充盈Lv.3,3,4,1,"0,0",9004,增加力量2%
19025,充盈Lv.4,充盈Lv.4,4,4,1,"0,0",9004,增加力量2.5%
19026,充盈Lv.5,充盈Lv.5,5,4,1,"0,0",9004,增加力量3.5%
19027,充盈Lv.6,充盈Lv.6,6,4,1,"0,0",9004,增加力量4%
19028,充盈Lv.7,充盈Lv.7,7,4,1,"0,0",9004,增加力量5%
19029,灵巧Lv.1,灵巧Lv.1,1,4,1,"0,0",9005,增加筋骨0.5%
19030,灵巧Lv.2,灵巧Lv.2,2,4,1,"0,0",9005,增加筋骨1%
19031,灵巧Lv.3,灵巧Lv.3,3,4,1,"0,0",9005,增加筋骨2%
19032,灵巧Lv.4,灵巧Lv.4,4,4,1,"0,0",9005,增加筋骨2.5%
19033,灵巧Lv.5,灵巧Lv.5,5,4,1,"0,0",9005,增加筋骨3.5%
19034,灵巧Lv.6,灵巧Lv.6,6,4,1,"0,0",9005,增加筋骨4%
19035,灵巧Lv.7,灵巧Lv.7,7,4,1,"0,0",9005,增加筋骨5%
19036,硬化Lv.1,硬化Lv.1,1,4,1,"0,0",9006,增加内劲0.5%
19037,硬化Lv.2,硬化Lv.2,2,4,1,"0,0",9006,增加内劲1%
19038,硬化Lv.3,硬化Lv.3,3,4,1,"0,0",9006,增加内劲2%
19039,硬化Lv.4,硬化Lv.4,4,4,1,"0,0",9006,增加内劲2.5%
19040,硬化Lv.5,硬化Lv.5,5,4,1,"0,0",9006,增加内劲3.5%
19041,硬化Lv.6,硬化Lv.6,6,4,1,"0,0",9006,增加内劲4%
19042,硬化Lv.7,硬化Lv.7,7,4,1,"0,0",9006,增加内劲5%
19043,坚定Lv.1,坚定Lv.1,1,4,1,"0,0",9007,增加精神0.5%
19044,坚定Lv.2,坚定Lv.2,2,4,1,"0,0",9007,增加精神1%
19045,坚定Lv.3,坚定Lv.3,3,4,1,"0,0",9007,增加精神2%
19046,坚定Lv.4,坚定Lv.4,4,4,1,"0,0",9007,增加精神2.5%
19047,坚定Lv.5,坚定Lv.5,5,4,1,"0,0",9007,增加精神3.5%
19048,坚定Lv.6,坚定Lv.6,6,4,1,"0,0",9007,增加精神4%
19049,坚定Lv.7,坚定Lv.7,7,4,1,"0,0",9007,增加精神5%
19050,强击Lv.1,强击Lv.1,1,4,1,"0,0",9008,增加暴击率0.5%
19051,强击Lv.2,强击Lv.2,2,4,1,"0,0",9008,增加暴击率1%
19052,强击Lv.3,强击Lv.3,3,4,1,"0,0",9008,增加暴击率2%
19053,强击Lv.4,强击Lv.4,4,4,1,"0,0",9008,增加暴击率2.5%
19054,强击Lv.5,强击Lv.5,5,4,1,"0,0",9008,增加暴击率3.5%
19055,强击Lv.6,强击Lv.6,6,4,1,"0,0",9008,增加暴击率4%
19056,强击Lv.7,强击Lv.7,7,4,1,"0,0",9008,增加暴击率5%
19057,拆招Lv.1,拆招Lv.1,1,4,1,"0,0",9009,增加格挡率0.5%
19058,拆招Lv.2,拆招Lv.2,2,4,1,"0,0",9009,增加格挡率1%
19059,拆招Lv.3,拆招Lv.3,3,4,1,"0,0",9009,增加格挡率2%
19060,拆招Lv.4,拆招Lv.4,4,4,1,"0,0",9009,增加格挡率2.5%
19061,拆招Lv.5,拆招Lv.5,5,4,1,"0,0",9009,增加格挡率3.5%
19062,拆招Lv.6,拆招Lv.6,6,4,1,"0,0",9009,增加格挡率4%
19063,拆招Lv.7,拆招Lv.7,7,4,1,"0,0",9009,增加格挡率5%
19064,天赐Lv.1,天赐Lv.1,1,4,1,"0,0",9010,增加攻击力资质0.01
19065,天赐Lv.2,天赐Lv.2,2,4,1,"0,0",9010,增加攻击力资质0.02
19066,天赐Lv.3,天赐Lv.3,3,4,1,"0,0",9010,增加攻击力资质0.04
19067,天赐Lv.4,天赐Lv.4,4,4,1,"0,0",9010,增加攻击力资质0.05
19068,天赐Lv.5,天赐Lv.5,5,4,1,"0,0",9010,增加攻击力资质0.07
19069,天赐Lv.6,天赐Lv.6,6,4,1,"0,0",9010,增加攻击力资质0.08
19070,天赐Lv.7,天赐Lv.7,7,4,1,"0,0",9010,增加攻击力资质0.1
19071,根骨Lv.1,根骨Lv.1,1,4,1,"0,0",9011,增加格斗防御资质0.01
19072,根骨Lv.2,根骨Lv.2,2,4,1,"0,0",9011,增加格斗防御资质0.02
19073,根骨Lv.3,根骨Lv.3,3,4,1,"0,0",9011,增加格斗防御资质0.04
19074,根骨Lv.4,根骨Lv.4,4,4,1,"0,0",9011,增加格斗防御资质0.05
19075,根骨Lv.5,根骨Lv.5,5,4,1,"0,0",9011,增加格斗防御资质0.07
19076,根骨Lv.6,根骨Lv.6,6,4,1,"0,0",9011,增加格斗防御资质0.08
19077,根骨Lv.7,根骨Lv.7,7,4,1,"0,0",9011,增加格斗防御资质0.1
19078,混元Lv.1,混元Lv.1,1,4,1,"0,0",9012,增加气功防御资质0.01
19079,混元Lv.2,混元Lv.2,2,4,1,"0,0",9012,增加气功防御资质0.02
19080,混元Lv.3,混元Lv.3,3,4,1,"0,0",9012,增加气功防御资质0.04
19081,混元Lv.4,混元Lv.4,4,4,1,"0,0",9012,增加气功防御资质0.05
19082,混元Lv.5,混元Lv.5,5,4,1,"0,0",9012,增加气功防御资质0.07
19083,混元Lv.6,混元Lv.6,6,4,1,"0,0",9012,增加气功防御资质0.08
19084,混元Lv.7,混元Lv.7,7,4,1,"0,0",9012,增加气功防御资质0.1
19085,神谕Lv.1,神谕Lv.1,1,4,1,"0,0",9013,增加精神防御资质0.01
19086,神谕Lv.2,神谕Lv.2,2,4,1,"0,0",9013,增加精神防御资质0.02
19087,神谕Lv.3,神谕Lv.3,3,4,1,"0,0",9013,增加精神防御资质0.04
19088,神谕Lv.4,神谕Lv.4,4,4,1,"0,0",9013,增加精神防御资质0.05
19089,神谕Lv.5,神谕Lv.5,5,4,1,"0,0",9013,增加精神防御资质0.07
19090,神谕Lv.6,神谕Lv.6,6,4,1,"0,0",9013,增加精神防御资质0.08
19091,神谕Lv.7,神谕Lv.7,7,4,1,"0,0",9013,增加精神防御资质0.1
12001,人造人士兵（1）,动能枪,5,1,1,"1,1",skn1093,对敌人单体造成伤害
12002,人造人士兵（2）,动能弹,5,1,2,"1,1",skn1003,对敌人单体造成伤害
12003,人造人士兵（2）,动能弹,5,1,2,"1,1",skn1003,对敌人单体造成伤害
12004,人造人士兵（1）,动能枪,5,1,1,"1,1",skn1093,对敌人单体造成伤害
12005,人造人队长,蓝光弹,5,1,2,"1,1",skn1009,对敌人单体造成伤害
12006,人造人士兵（3）,后冲拳,5,1,1,"1,1",skn1001,对敌人单体造成伤害
12007,人造人士兵（4）,动能斩,5,1,2,"1,1",skn1097,对敌人单体造成伤害
12008,人造人士兵（2）,动能弹,5,1,2,"1,1",skn1003,对敌人单体造成伤害
12009,人造人士兵（1）,动能枪,5,1,1,"1,1",skn1093,对敌人单体造成伤害
12010,人造人队长,蓝光弹,5,1,2,"1,1",skn1009,对敌人单体造成伤害
12011,人造人队长,蓝光弹,5,1,2,"1,1",skn1009,对敌人单体造成伤害
12012,人造人士兵（3）,后冲拳,5,1,1,"1,1",skn1001,对敌人单体造成伤害
12013,人造人士兵（4）,动能斩,5,1,2,"1,1",skn1097,对敌人单体造成伤害
12014,人造人队长,蓝光弹,5,1,2,"1,1",skn1009,对敌人单体造成伤害
12015,人造人Z,地裂斩,5,1,2,"1,1",skn1007,开天辟地的斩杀，对敌人直线造成伤害
12016,野狼（1）,利爪,5,1,1,"1,1",skn1011,对敌人单体造成伤害
12017,野狼（2）,利爪,5,1,1,"1,1",skn1011,对敌人单体造成伤害
12018,野狼（2）,利爪,5,1,1,"1,1",skn1011,对敌人单体造成伤害
12019,白狼,疯狂撕咬,5,1,1,"1,1",skn1013,疯狂撕咬敌人，对敌人单体造成伤害
12020,孙悟空（1）,组合攻击,5,1,1,"1,1",skn1096,没有固定招式的连续攻击，对敌人单体造成伤害
12021,翼龙（2）,啃咬,5,1,1,"1,1",skn1018,对敌人单体造成伤害
12022,翼龙（1）,啃咬,5,1,1,"1,1",skn1018,对敌人单体造成伤害
12023,恐龟（1）,铁钳,5,1,1,"1,1",skn1016,对敌人单体造成伤害
12024,翼龙（1）,啃咬,5,1,1,"1,1",skn1018,对敌人单体造成伤害
12025,巨型翼龙,十字爪,5,1,2,"1,1",skn1020,十字爪击敌人，对敌人单体造成伤害，有概率使目标流血3回合（流血：每回合损失当前血量的10%）
12026,恐龟（2）,铁钳,5,1,1,"1,1",skn1016,对敌人单体造成伤害，敌人只增加15怒气
12027,野狼（1）,利爪,5,1,1,"1,1",skn1011,对敌人单体造成伤害
12028,盗贼熊,猛砍,5,1,1,"1,1",skn1022,猛烈斩击，对敌人单体造成伤害
12029,龟仙人（1）,灵动一击,5,1,2,"1,1", skn1024 ,龟仙人灵动的攻击，对敌人单体造成伤害，小概率使目标眩晕1回合（眩晕：不能攻击）
12030,恐惧的村民（2）,鱼叉,5,1,1,"1,1",skn1026,对敌人单体造成伤害
12031,恐惧的村民（1）,鱼叉,5,1,1,"1,1",skn1026,对敌人单体造成伤害
12032,恐惧的村民（2）,鱼叉,5,1,1,"1,1",skn1026,对敌人单体造成伤害
12033,勇敢的村民（1）,瞄准,5,1,2,"1,1",skn1028,对敌人单体造成伤害
12034,勇敢的村民（2）,瞄准,5,1,2,"1,1",skn1028,对敌人单体造成伤害
12035,勇敢的村民（2）,瞄准,5,1,2,"1,1",skn1028,对敌人单体造成伤害
12036,勇敢的村民（1）,瞄准,5,1,2,"1,1",skn1028,对敌人单体造成伤害
12037,恐惧的村民（2）,鱼叉,5,1,1,"1,1",skn1026,对敌人单体造成伤害
12038,村长,挥砍,5,1,1,"1,1",skn1030,村长用力的挥砍，对敌人单体造成伤害，攻击时不增加敌人怒气
12039,雇佣打手（6）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12040,雇佣打手（5）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12041,雇佣打手（5）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12042,雇佣打手（6）,重砍,5,1,1,"1,1",skn1034,对敌人单体造成伤害
12043,变身怪兽,捶地,5,1,1,"1,1",skn1036,猛烈的捶地，对敌人单体造成伤害，小概率使目标眩晕1回合（眩晕：不能攻击）
12044,雇佣打手（3）,射击,5,1,2,"1,1",skn1074,对敌人单体造成伤害
12045,雇佣打手（4）,射击,5,1,2,"1,1",skn1074,对敌人单体造成伤害
12046,雇佣打手（2）,冲拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12047,雇佣打手（1）,冲拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12048,雇佣打手（2）,冲拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12049,雇佣打手（1）,冲拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12050,变身机器人,开饭,5,1,2,"1,1",skn1038,对敌人单体造成伤害，，小概率使目标眩晕1回合（眩晕：不能攻击）
12051,乌龙（1）,致幻,5,1,3,"1,1",skn1040,使敌人产生幻觉，对敌人单体造成伤害，并减少目标25点怒气
12052,强盗喽啰（1）,毒刺,5,1,3,"1,1",skn1042,对敌人单体造成伤害，敌人只增加10怒气
12053,强盗拳手（1）,游走拳,5,1,1,"1,1",skn1032,对敌人单体造成伤害
12054,强盗喽啰（2）,毒刺,5,1,3,"1,1",skn1042,对敌人单体造成伤害
12055,强盗枪手（1）,远程射击,5,1,2,"1,1",skn1057,对敌人单体造成伤害
