id,name,icon,quality,type,showType,amountlimit,property,price,needLevel,needStamina,needColdTime,des,functionDes,favor,pid,archaeusExp,fragment
31018,冒险家长枪碎片,11018,5,10,10,5,9,5000,1,0,0,5个冒险家长枪碎片可以合成1个冒险家长枪(lv.55)，集齐碎片后双击即可合成,,0,0,,5*1*11018
31019,潮汐之锤碎片,11019,4,10,10,3,9,5000,1,0,0,3个潮汐之锤碎片可以合成1个潮汐之锤(lv.60)，集齐碎片后双击即可合成,,0,0,,3*1*11019
31020,海洋之锤碎片,11020,5,10,10,5,9,5000,1,0,0,5个海洋之锤碎片可以合成1个海洋之锤(lv.60)，集齐碎片后双击即可合成,,0,0,,5*1*11020
31021,无尽之刃碎片,11021,4,10,10,3,9,5000,1,0,0,3个无尽之刃碎片可以合成1个无尽之刃(lv.65)，集齐碎片后双击即可合成,,0,0,,3*1*11021
31022,永恒之刃碎片,11022,5,10,10,5,9,5000,1,0,0,5个永恒之刃碎片可以合成1个永恒之刃(lv.65)，集齐碎片后双击即可合成,,0,0,,5*1*11022
31023,霸主之刃碎片,11023,5,10,10,5,9,5000,1,0,0,5个霸主之刃碎片可以合成1个霸主之刃(lv.70)，集齐碎片后双击即可合成,,0,0,,5*1*11023
31024,王者之刃碎片,11024,6,10,10,7,9,5000,1,0,0,7个王者之刃碎片可以合成1个王者之刃(lv.70)，集齐碎片后双击即可合成,,0,0,,7*1*11024
32012,暴烈重靴碎片,12012,4,10,10,3,9,5000,1,0,0,3个暴烈重靴碎片可以合成1个暴烈重靴(lv.40)，集齐碎片后双击即可合成,,0,0,,3*1*12012
32014,烈焰之靴碎片,12014,4,10,10,3,9,5000,1,0,0,3个烈焰之靴碎片可以合成1个烈焰之靴(lv.45)，集齐碎片后双击即可合成,,0,0,,3*1*12014
32016,地狱战靴碎片,12016,4,10,10,3,9,5000,1,0,0,3个地狱战靴碎片可以合成1个地狱战靴(lv.50)，集齐碎片后双击即可合成,,0,0,,3*1*12016
32017,狩猎者长靴碎片,12017,4,10,10,3,9,5000,1,0,0,3个狩猎者长靴碎片可以合成1个狩猎者长靴(lv.55)，集齐碎片后双击即可合成,,0,0,,3*1*12017
32018,冒险家长靴碎片,12018,5,10,10,5,9,5000,1,0,0,5个冒险家长靴碎片可以合成1个冒险家长靴(lv.55)，集齐碎片后双击即可合成,,0,0,,5*1*12018
32019,潮汐长靴碎片,12019,4,10,10,3,9,5000,1,0,0,3个潮汐长靴碎片可以合成1个潮汐长靴(lv.60)，集齐碎片后双击即可合成,,0,0,,3*1*12019
32020,海洋长靴碎片,12020,5,10,10,5,9,5000,1,0,0,5个海洋长靴碎片可以合成1个海洋长靴(lv.60)，集齐碎片后双击即可合成,,0,0,,5*1*12020
32021,无尽战靴碎片,12021,4,10,10,3,9,5000,1,0,0,3个无尽战靴碎片可以合成1个无尽战靴(lv.65)，集齐碎片后双击即可合成,,0,0,,3*1*12021
32022,永恒战靴碎片,12022,5,10,10,5,9,5000,1,0,0,5个永恒战靴碎片可以合成1个永恒战靴(lv.65)，集齐碎片后双击即可合成,,0,0,,5*1*12022
32023,霸主战靴碎片,12023,5,10,10,5,9,5000,1,0,0,5个霸主战靴碎片可以合成1个霸主战靴(lv.70)，集齐碎片后双击即可合成,,0,0,,5*1*12023
32024,王者战靴碎片,12024,6,10,10,7,9,5000,1,0,0,7个王者战靴碎片可以合成1个王者战靴(lv.70)，集齐碎片后双击即可合成,,0,0,,7*1*12024
33012,暴烈面具碎片,13012,4,10,10,3,9,5000,1,0,0,3个暴烈面具碎片可以合成1个暴烈面具(lv.40)，集齐碎片后双击即可合成,,0,0,,3*1*13012
33014,烈焰目镜碎片,13014,4,10,10,3,9,5000,1,0,0,3个烈焰目镜碎片可以合成1个烈焰目镜(lv.45)，集齐碎片后双击即可合成,,0,0,,3*1*13014
33016,地狱战盔碎片,13016,4,10,10,3,9,5000,1,0,0,3个地狱战盔碎片可以合成1个地狱战盔(lv.50)，集齐碎片后双击即可合成,,0,0,,3*1*13016
33017,狩猎者之帽碎片,13017,4,10,10,3,9,5000,1,0,0,3个狩猎者之帽碎片可以合成1个狩猎者之帽(lv.55)，集齐碎片后双击即可合成,,0,0,,3*1*13017
33018,冒险家之帽碎片,13018,5,10,10,5,9,5000,1,0,0,5个冒险家之帽碎片可以合成1个冒险家之帽(lv.55)，集齐碎片后双击即可合成,,0,0,,5*1*13018
33019,潮汐战盔碎片,13019,4,10,10,3,9,5000,1,0,0,3个潮汐战盔碎片可以合成1个潮汐战盔(lv.60)，集齐碎片后双击即可合成,,0,0,,3*1*13019
33020,海洋战盔碎片,13020,5,10,10,5,9,5000,1,0,0,5个海洋战盔碎片可以合成1个海洋战盔(lv.60)，集齐碎片后双击即可合成,,0,0,,5*1*13020
33021,无尽战盔碎片,13021,4,10,10,3,9,5000,1,0,0,3个无尽战盔碎片可以合成1个无尽战盔(lv.65)，集齐碎片后双击即可合成,,0,0,,3*1*13021
33022,永恒战盔碎片,13022,5,10,10,5,9,5000,1,0,0,5个永恒战盔碎片可以合成1个永恒战盔(lv.65)，集齐碎片后双击即可合成,,0,0,,5*1*13022
33023,霸主战盔碎片,13023,5,10,10,5,9,5000,1,0,0,5个霸主战盔碎片可以合成1个霸主战盔(lv.70)，集齐碎片后双击即可合成,,0,0,,5*1*13023
33024,王者战盔碎片,13024,6,10,10,7,9,5000,1,0,0,7个王者战盔碎片可以合成1个王者战盔(lv.70)，集齐碎片后双击即可合成,,0,0,,7*1*13024
34012,暴烈铠甲碎片,14012,4,10,10,3,9,5000,1,0,0,3个暴烈铠甲碎片可以合成1个暴烈铠甲(lv.40)，集齐碎片后双击即可合成,,0,0,,3*1*14012
34014,烈焰铠甲碎片,14014,4,10,10,3,9,5000,1,0,0,3个烈焰铠甲碎片可以合成1个烈焰铠甲(lv.45)，集齐碎片后双击即可合成,,0,0,,3*1*14014
34016,地狱战甲碎片,14016,4,10,10,3,9,5000,1,0,0,3个地狱战甲碎片可以合成1个地狱战甲(lv.50)，集齐碎片后双击即可合成,,0,0,,3*1*14016
34017,狩猎者短衫碎片,14017,4,10,10,3,9,5000,1,0,0,3个狩猎者短衫碎片可以合成1个狩猎者短衫(lv.55)，集齐碎片后双击即可合成,,0,0,,3*1*14017
34018,冒险家短衫碎片,14018,5,10,10,5,9,5000,1,0,0,5个冒险家短衫碎片可以合成1个冒险家短衫(lv.55)，集齐碎片后双击即可合成,,0,0,,5*1*14018
34019,潮汐战甲碎片,14019,4,10,10,3,9,5000,1,0,0,3个潮汐战甲碎片可以合成1个潮汐战甲(lv.60)，集齐碎片后双击即可合成,,0,0,,3*1*14019
34020,海洋战甲碎片,14020,5,10,10,5,9,5000,1,0,0,5个海洋战甲碎片可以合成1个海洋战甲(lv.60)，集齐碎片后双击即可合成,,0,0,,5*1*14020
34021,无尽战甲碎片,14021,4,10,10,3,9,5000,1,0,0,3个无尽战甲碎片可以合成1个无尽战甲(lv.65)，集齐碎片后双击即可合成,,0,0,,3*1*14021
34022,永恒战甲碎片,14022,5,10,10,5,9,5000,1,0,0,5个永恒战甲碎片可以合成1个永恒战甲(lv.65)，集齐碎片后双击即可合成,,0,0,,5*1*14022
34023,霸主战甲碎片,14023,5,10,10,5,9,5000,1,0,0,5个霸主战甲碎片可以合成1个霸主战甲(lv.70)，集齐碎片后双击即可合成,,0,0,,5*1*14023
34024,王者战甲碎片,14024,6,10,10,7,9,5000,1,0,0,7个王者战甲碎片可以合成1个王者战甲(lv.70)，集齐碎片后双击即可合成,,0,0,,7*1*14024
35012,暴烈之玉碎片,15012,4,10,10,3,9,5000,1,0,0,3个暴烈之玉碎片可以合成1个暴烈之玉(lv.40)，集齐碎片后双击即可合成,,0,0,,3*1*15012
35014,烈焰印记碎片,15014,4,10,10,3,9,5000,1,0,0,3个烈焰印记碎片可以合成1个烈焰印记(lv.45)，集齐碎片后双击即可合成,,0,0,,3*1*15014
35016,地狱项链碎片,15016,4,10,10,3,9,5000,1,0,0,3个地狱项链碎片可以合成1个地狱项链(lv.50)，集齐碎片后双击即可合成,,0,0,,3*1*15016
35017,狩猎者之试碎片,15017,4,10,10,3,9,5000,1,0,0,3个狩猎者之试碎片可以合成1个狩猎者之试(lv.55)，集齐碎片后双击即可合成,,0,0,,3*1*15017
35018,冒险家之心碎片,15018,5,10,10,5,9,5000,1,0,0,5个冒险家之心碎片可以合成1个冒险家之心(lv.55)，集齐碎片后双击即可合成,,0,0,,5*1*15018
35019,潮汐项链碎片,15019,4,10,10,3,9,5000,1,0,0,3个潮汐项链碎片可以合成1个潮汐项链(lv.60)，集齐碎片后双击即可合成,,0,0,,3*1*15019
35020,海洋之心碎片,15020,5,10,10,5,9,5000,1,0,0,5个海洋之心碎片可以合成1个海洋之心(lv.60)，集齐碎片后双击即可合成,,0,0,,5*1*15020
35021,无尽项链碎片,15021,4,10,10,3,9,5000,1,0,0,3个无尽项链碎片可以合成1个无尽项链(lv.65)，集齐碎片后双击即可合成,,0,0,,3*1*15021
35022,永恒项链碎片,15022,5,10,10,5,9,5000,1,0,0,5个永恒项链碎片可以合成1个永恒项链(lv.65)，集齐碎片后双击即可合成,,0,0,,5*1*15022
35023,霸主项链碎片,15023,5,10,10,5,9,5000,1,0,0,5个霸主项链碎片可以合成1个霸主项链(lv.70)，集齐碎片后双击即可合成,,0,0,,5*1*15023
35024,王者项链碎片,15024,6,10,10,7,9,5000,1,0,0,7个王者项链碎片可以合成1个王者项链(lv.70)，集齐碎片后双击即可合成,,0,0,,7*1*15024
36012,暴烈指环碎片,16012,4,10,10,3,9,5000,1,0,0,3个暴烈指环碎片可以合成1个暴烈指环(lv.40)，集齐碎片后双击即可合成,,0,0,,3*1*16012
36014,烈焰戒指碎片,16014,4,10,10,3,9,5000,1,0,0,3个烈焰戒指碎片可以合成1个烈焰戒指(lv.45)，集齐碎片后双击即可合成,,0,0,,3*1*16014
36016,地狱之戒碎片,16016,4,10,10,3,9,5000,1,0,0,3个地狱之戒碎片可以合成1个地狱之戒(lv.50)，集齐碎片后双击即可合成,,0,0,,3*1*16016
36017,狩猎者之锐碎片,16017,4,10,10,3,9,5000,1,0,0,3个狩猎者之锐碎片可以合成1个狩猎者之锐(lv.55)，集齐碎片后双击即可合成,,0,0,,3*1*16017
36018,冒险家之韧碎片,16018,5,10,10,5,9,5000,1,0,0,5个冒险家之韧碎片可以合成1个冒险家之韧(lv.55)，集齐碎片后双击即可合成,,0,0,,5*1*16018
36019,潮汐之戒碎片,16019,4,10,10,3,9,5000,1,0,0,3个潮汐之戒碎片可以合成1个潮汐之戒(lv.60)，集齐碎片后双击即可合成,,0,0,,3*1*16019
36020,海洋之触碎片,16020,5,10,10,5,9,5000,1,0,0,5个海洋之触碎片可以合成1个海洋之触(lv.60)，集齐碎片后双击即可合成,,0,0,,5*1*16020
36021,无尽指环碎片,16021,4,10,10,3,9,5000,1,0,0,3个无尽指环碎片可以合成1个无尽指环(lv.65)，集齐碎片后双击即可合成,,0,0,,3*1*16021
36022,永恒指环碎片,16022,5,10,10,5,9,5000,1,0,0,5个永恒指环碎片可以合成1个永恒指环(lv.65)，集齐碎片后双击即可合成,,0,0,,5*1*16022
36023,霸主之戒碎片,16023,5,10,10,5,9,5000,1,0,0,5个霸主之戒碎片可以合成1个霸主之戒(lv.70)，集齐碎片后双击即可合成,,0,0,,5*1*16023
36024,王者之戒碎片,16024,6,10,10,7,9,5000,1,0,0,7个王者之戒碎片可以合成1个王者之戒(lv.70)，集齐碎片后双击即可合成,,0,0,,7*1*16024
7001,传承之心,7001,4,25,25,100,3,50000,1,0,0,亲密度传承专属道具,,0,0,,
7002,转移之石,7002,4,27,27,99,3,50000,1,0,0,可以用于转移装备洗炼属性,,0,0,,
7901,龟仙人的龟壳,7901,1,13,13,100,3,5000,40,0,0,特制龟壳，号称重达百斤，随时修行，实际上一个普通人单手就能举起。赠送给伙伴可以增加50点亲密度,,50,0,,
7902,波波的飞毯,7902,3,13,13,100,3,5000,40,0,0,柔软舒适，声控启动，百公里加速2秒7，缺点是敞篷敞的有点过了。赠送给伙伴可以增加200点亲密度,,200,0,,
7903,普尔的苍蝇拍,7903,2,13,13,100,3,5000,40,0,0,普尔变身的魔法苍蝇拍，让你的回头率达到200%。赠送给伙伴可以增加100点亲密度,,100,0,,
7904,加林仙人的仙豆罐,7904,3,13,13,100,3,5000,40,0,0,加林仙人装仙豆的罐子，可惜里面已经没有仙豆了……赠送给伙伴可以增加200点亲密度,,200,0,,
7905,乌龙收藏的内裤,7905,3,13,13,100,3,5000,40,0,0,乌龙收藏的内裤，倍加珍惜，也许真是神龙给他的那一条也说不定。赠送给伙伴可以增加200点亲密度,,200,0,,
7906,加林仙人的神水,7906,4,13,13,100,3,5000,40,0,0,神水味道真的不咋地，但是为啥大家都想要呢。赠送给伙伴可以增加500点亲密度,,500,0,,
7907,布朗的魔力口香糖,7907,2,13,13,100,3,5000,40,0,0,布朗的口香糖，究竟有怎样的魔力呢？赠送给伙伴可以增加100亲密度,,100,0,,
7908,常胜的冷笑话全集,7908,2,13,13,100,3,5000,40,0,0,常胜随身携带的小册子，里面记载了许多的冷笑话。赠送给伙伴可以增加100亲密度,,100,0,,
7909,水晶婆婆的占卜球,7909,4,13,13,100,3,5000,40,0,0,水晶婆婆的神奇占卜球，能够预知未来。赠送给伙伴可以增加500亲密度,,500,0,,
7910,兰芳的小魔镜,7910,1,13,13,100,3,5000,40,0,0,魔镜啊魔镜，请问谁是这世界上最漂亮的人？赠送给伙伴可以增加50亲密度,,50,0,,
7911,鸟山明的防毒面具,7911,3,13,13,100,3,5000,40,0,0,鸟山明大师的面具，防火防毒防吐槽。赠送给伙伴可以增加200亲密度,,200,0,,
7912,丝诺的小手绢,7912,1,13,13,100,3,5000,40,0,0,小女孩的手绢，除了漂亮似乎没其他用途。赠送给伙伴可以增加50亲密度,,50,0,,
7913,阿拉蕾的小红帽,7913,3,13,13,100,3,5000,40,0,0,十分可爱的小红帽，却蕴含着高科技的力量。赠送给伙伴可以增加200亲密度,,200,0,,
7914,布尔玛的龙珠仪,7914,2,13,13,100,3,5000,40,0,0,精巧的仪器，类似与电子表，却能探知龙珠的气息。赠送给伙伴可以增加100亲密度,,100,0,,
7915,龟仙人私藏美女图,7915,2,13,13,100,3,5000,40,0,0,老色鬼的私藏图片，少儿不宜，嘿嘿。赠送给伙伴可以增加100亲密度,,100,0,,
7916,魔人布欧的玩偶,7916,2,13,13,100,3,5000,40,0,0,以大BOSS为原型的玩具木偶，看上去挺可爱的。赠送给伙伴可以增加100亲密度,,100,0,,
7917,兰琪的红色蝴蝶结,7917,1,13,13,100,3,5000,40,0,0,漂亮的蝴蝶结，美少女专属。赠送给伙伴可以增加50亲密度,,50,0,,
7918,老悟饭的面具,7918,4,13,13,100,3,5000,40,0,0,精巧的兔子面具，传说为界王神所造，不仅能隐藏面容，还能隐藏气息。赠送给伙伴可以增加500亲密度,,500,0,,
7919,撒旦先生的宠物狗,7919,4,13,13,100,3,5000,40,0,0,陪伴在救世主撒旦先生旁边的宠物狗，跟着撒旦先生一起拯救了世界，嘻嘻。赠送给伙伴可以增加500亲密度,,500,0,,
7920,界王神的小墨镜,7920,5,13,13,100,3,5000,40,0,0,界王神出品，必属精品。赠送给伙伴可以增加1000亲密度,,1000,0,,
7003,特别的胶囊,7003,3,13,13,100,3,5000,40,0,0,家园生产时暴击产生的特别的胶囊，胶囊的特别之处可是博士的秘密哦。赠送给伙伴可以增加250亲密度,,250,0,,
80000,进阶卡,80000,1,23,23,100,1,1000,1,0,0,伙伴进阶需要消耗的卡片。伙伴进阶后可以获得自由分配的进阶点，提升各项资质。通过会谈、副本奖励等方式可以获得。,,0,0,,
81000,变身卡,81000,1,23,23,100,1,1000,1,0,0,伙伴变身需要消耗的卡片。伙伴变身后各项资质得以提升，并有可能提高星级和技能。通过会谈、副本奖励等方式可以获得。,,0,0,,
7301,仙豆,7301,4,17,17,100,3,1222,1,0,0,仙豆树上结的仙豆，使用后精力充沛，可立即补充1点行动力,,0,0,,
7302,伙伴礼包,7302,4,11,11,1,3,1222,1,0,0,黄钻贵族专属，内含进阶卡*5，变身卡*1,,0,0,,
7303,登陆礼包,7303,4,11,11,1,3,1222,1,0,0,内含高价值的物品，只有持续登陆一周的玩家才能获取,,0,0,,
7304,小型经验胶囊,7304,2,12,12,100,3,1222,10,0,0,小型经验胶囊，提供少量经验（使用等级大于等于10）,,0,0,,
7305,中型经验胶囊,7305,3,12,12,100,3,1222,20,0,0,中型经验胶囊，提供一定经验（使用等级大于等于20）,,0,0,,
7306,大型经验胶囊,7306,4,12,12,100,3,1222,30,0,0,大型经验胶囊，提供大量经验（使用等级大于等于30）,,0,0,,
9702,随即宝箱,7305,4,14,14,100,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,
9703,轮盘宝箱,7306,4,14,14,100,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,
7310,卡片礼包,4,4,28,28,1,3,50000,1,0,0,打开后可以获得进阶卡*5、变身卡*3,开启获得道具,0,0,,
7307,小型礼物盒,4,4,29,29,1,3,50000,1,0,0,打开后可以获得一件随机礼物,开启获得道具,0,0,,
7308,中型礼物盒,101,4,11,11,1,3,50000,1,0,0,打开后可以获得一件随机礼物,开启获得道具,0,0,,
7309,大型礼物盒,101,4,29,29,1,3,50000,1,0,0,打开后可以获得一件随机礼物,开启获得道具,0,0,,
7311,小型元气胶囊,102,4,29,29,1,3,50000,1,0,0,打开后可以获得500点元气经验的胶囊,元气经验值+500,0,0,500,
7312,中型元气胶囊,103,4,29,29,1,3,50000,1,0,0,打开后可以获得1000点元气经验的胶囊,元气经验值+1000,0,0,1000,
7313,新手大礼包,101,4,11,11,1,3,50000,1,0,0,初入龙珠世界为你特意准备的礼包，祝你成长。,开启获得道具,0,0,,
7314,初级大礼包,102,4,11,11,1,3,50000,1,0,0,完成序章后为你准备的礼包，里面有金币哦！,开启获得道具,0,0,,
7315,连续登入大礼包,103,4,11,11,1,3,50000,1,0,0,连续登入热血七龙珠为表达对您的感谢特意为您准备的礼包。,开启获得道具,0,0,,
5061,神行卡,5061,6,81,81,100,3,100,1,0,0,可以无限次跳过战斗的神奇卡片，只有一部分勇士才能拥有它。,,0,0,0,
5062,战斗跳过卡,5062,3,82,82,100,3,100,1,0,0,跳过战斗所消耗的卡片，可以快速结束战斗，潜力神行。,,0,0,0,
50001,破烂青铜宝箱,4,2,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31012*1*600#2*32012*1*600#2*33012*1*600#2*34012*1*600#2*35012*1*600#2*36012*1*600#1*11013*1*600#1*11011*1*600
50002,勇者白银宝箱,4,3,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31012*1*700#2*32012*1*700#2*33012*1*700#2*34012*1*700#2*35012*1*700#2*36012*1*700#1*11013*1*700#1*11011*1*700
50003,尊贵黄金宝箱,4,4,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31014*1*600#2*32014*1*600#2*33014*1*600#2*34014*1*600#2*35014*1*600#2*36014*1*600#2*31012*1*800#2*32012*1*800#2*33012*1*800#2*34012*1*800#2*35012*1*800#2*36012*1*800#1*11013*1*800#1*11011*1*800#3*1*5*1000
50004,华贵铂金宝箱,4,5,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31014*1*800#2*32014*1*800#2*33014*1*800#2*34014*1*800#2*35014*1*800#2*36014*1*800#2*31012*1*900#2*32012*1*900#2*33012*1*900#2*34012*1*900#2*35012*1*900#2*36012*1*900#1*11013*1*900#1*11011*1*900#3*1*10*1000
50005,璀璨钻石宝箱,4,6,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31014*1*1000#2*32014*1*1000#2*33014*1*1000#2*34014*1*1000#2*35014*1*1000#2*36014*1*1000#2*31012*1*1000#2*32012*1*1000#2*33012*1*1000#2*34012*1*1000#2*35012*1*1000#2*36012*1*1000#1*11013*1*1000#1*11011*1*1000#3*1*15*1000
50006,破烂青铜宝箱,4,2,28,28,1,3,1222,1,0,0,装满物品的宝箱,开启获得道具,0,0,,3*2*100000*10000#2*31016*1*600#2*32016*1*600#2*33016*1*600#2*34016*1*600#2*35016*1*600#2*36016*1*600#2*7910*1*6000
