id,name,resId,job,star,level,hp,powerLevel,physiqueQuality,flexLevel,spiritLevel,skills,figure,microfigure,bigImage,microImage
8005,狂暴巨猿,2013,1,7,150,16586800,34300,22200,24200,21300,12287#13287,jy2.swf,FL_jy2.swf,FB1082.png,FS1082.png
8005,狂暴巨猿,2014,1,7,155,22220100,34300,22200,24200,21300,12287#13287,jy2.swf,FL_jy2.swf,FB1082.png,FS1082.png
8005,狂暴巨猿,2015,1,7,160,34579000,34300,22200,24200,21300,12287#13287,jy2.swf,FL_jy2.swf,FB1082.png,FS1082.png
8005,狂暴巨猿,2016,1,7,160,49999900,34300,22200,24200,21300,12287#13287,jy2.swf,FL_jy2.swf,FB1082.png,FS1082.png
7001,宝藏守卫者,1056,2,2,30,1999,19100,15400,11700,13500,12131#13131,hdjqr.swf,FL_hdjqr.swf,FB1056.png,FS1056.png
7002,宝藏守卫者,1056,2,2,35,2499,19300,15400,14700,14300,12131#13131,hdjqr.swf,FL_hdjqr.swf,FB1056.png,FS1056.png
7003,宝藏守卫者,1056,2,3,40,3199,19300,15400,14700,14300,12131#13131,hdjqr.swf,FL_hdjqr.swf,FB1056.png,FS1056.png
7004,宝藏守卫者,1056,2,3,45,3999,19300,15400,14700,14300,12131#13131,hdjqr.swf,FL_hdjqr.swf,FB1056.png,FS1056.png
7005,宝藏守卫者,1056,2,4,50,4999,19300,15400,14700,14300,12131#13131,hdjqr.swf,FL_hdjqr.swf,FB1056.png,FS1056.png
7006,宝藏守卫者,1056,2,4,55,5999,19300,15400,14700,14300,12131#13131,hdjqr.swf,FL_hdjqr.swf,FB1056.png,FS1056.png
10001,人造人士兵,1002,1,1,1,237,17400,13700,11200,12500,12001#13001,rzrsb2.swf,FL_rzrsb2.swf,FB1002.png,FS1002.png
10002,人造人士兵,1003,2,1,2,242,17400,11200,13700,12500,12002#13002,rzrjy.swf,FL_rzrjy.swf,FB1003.png,FS1003.png
10003,人造人士兵,1003,2,1,3,250,17400,11200,13700,12500,12003#13003,rzrjy.swf,FL_rzrjy.swf,FB1003.png,FS1003.png
10004,人造人士兵,1002,1,1,3,250,17400,13700,11200,12500,12004#13004,rzrsb2.swf,FL_rzrsb2.swf,FB1002.png,FS1002.png
10005,人造人队长,1007,2,1,3,262,14900,12500,14900,12500,12005#13005,rzrjydz.swf,FL_rzrjydz.swf,FB1007.png,FS1007.png
10006,人造人士兵,1001,1,1,5,125,15000,15000,12500,12500,12006#13006,rzrsb.swf,FL_rzrsb.swf,FB1001.png,FS1001.png
10007,人造人士兵,1004,2,1,5,285,15000,12500,15000,12500,12007#13007,rzrjy2.swf,FL_rzrjy2.swf,FB1004.png,FS1004.png
10008,人造人精英士兵,1003,2,1,5,268,17500,11300,13800,12500,12008#13008,rzrjy.swf,FL_rzrjy.swf,FB1003.png,FS1003.png
10009,人造人精英士兵,1002,1,1,5,268,17500,13800,11300,12500,12009#13009,rzrsb2.swf,FL_rzrsb2.swf,FB1002.png,FS1002.png
10010,人造人精英队长,1007,2,1,5,285,15000,12500,15000,12500,12010#13010,rzrjydz.swf,FL_rzrjydz.swf,FB1007.png,FS1007.png
10011,人造人队长,1007,2,1,6,309,15000,12500,15000,12500,12011#13011,rzrjydz.swf,FL_rzrjydz.swf,FB1007.png,FS1007.png
10012,人造人精英士兵,1001,1,1,6,299,15000,15000,12500,12500,12012#13012,rzrsb.swf,FL_rzrsb.swf,FB1001.png,FS1001.png
10013,人造人精英士兵,1004,2,1,6,299,15000,12500,15000,12500,12013#13013,rzrjy2.swf,FL_rzrjy2.swf,FB1004.png,FS1004.png
10014,人造人队长,1007,2,1,7,328,15200,12600,15200,12600,12014#13014,rzrjydz.swf,FL_rzrjydz.swf,FB1007.png,FS1007.png
10015,人造人Z,1006,2,4,100,640000,20600,16700,20600,16700,12015#13015,rzrz.swf,FL_rzrz.swf,FB1006.png,FS1006.png
10016,野狼,1008,1,1,8,308,17700,13900,11300,12600,12016#13016,yl.swf,FL_yl.swf,FB1008.png,FS1008.png
10017,野狼,1008,1,1,8,336,15200,15200,12600,12600,12017#13017,yl.swf,FL_yl.swf,FB1008.png,FS1008.png
10018,野狼,1008,1,1,9,359,15200,15200,12600,12600,12018#13018,yl.swf,FL_yl.swf,FB1008.png,FS1008.png
10019,白狼王,1009,1,2,9,502,17100,17100,14100,14100,12019#13019,blw.swf,FL_blw.swf,FB1009.png,FS1009.png
10020,孙悟空,1010,1,2,10,607,16800,16800,13800,13800,12020#13020,xwk1.swf,FL_xwk1.swf,FB1010.png,FS1010.png
10021,翼龙,1012,1,1,10,385,15300,15300,12700,12700,12021#13021,ylboss.swf,FL_ylboss.swf,FB1012.png,FS1012.png
10022,翼龙,1012,1,1,10,348,17900,14000,11400,12700,12022#13022,ylboss.swf,FL_ylboss.swf,FB1012.png,FS1012.png
10023,恐龟,1011,4,1,11,383,12700,15300,17900,10100,12023#13023,kg.swf,FL_kg.swf,FB1011.png,FS1011.png
10024,翼龙,1012,1,1,11,363,17900,14000,11400,12700,12024#13024,ylboss.swf,FL_ylboss.swf,FB1012.png,FS1012.png
10025,巨型翼龙,1013,2,2,12,695,17100,14100,17100,14100,12025#13025,jxyl.swf,FL_jxyl.swf,FB1013.png,FS1013.png
10026,恐龟,1011,4,1,11,383,12700,17900,15300,10100,12026#13026,kg.swf,FL_kg.swf,FB1011.png,FS1011.png
10027,野狼,1008,1,1,11,363,17900,14000,11400,12700,12027#13027,yl.swf,FL_yl.swf,FB1008.png,FS1008.png
10028,盗贼熊,1014,1,2,12,506,19300,15000,12100,13500,12028#13028,dzx.swf,FL_dzx.swf,FB1014.png,FS1014.png
10029,龟仙人,1015,2,4,12,8000,24900,14900,18900,16900,12029#13029,gxr1.swf,FL_gxr1.swf,FB1015.png,FS1015.png
10030,恐惧的村民,1016,1,1,12,425,15300,15300,12700,12700,12030#13030,dqryc.swf,FL_dqryc.swf,FB1016.png,FS1016.png
10031,恐惧的村民,1016,1,1,12,380,17900,14000,11400,12700,12031#13031,dqryc.swf,FL_dqryc.swf,FB1016.png,FS1016.png
10032,恐惧的村民,1016,1,1,13,447,15400,15400,12800,12800,12032#13032,dqryc.swf,FL_dqryc.swf,FB1016.png,FS1016.png
10033,勇敢的村民,1017,2,1,12,380,17900,11400,14000,12700,12033#13033,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10034,勇敢的村民,1017,2,1,13,447,15400,12800,15400,12800,12034#13034,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10035,勇敢的村民,1017,2,1,14,472,15400,12800,15400,12800,12035#13035,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10036,勇敢的村民,1017,2,1,13,398,18100,11500,14100,12800,12036#13036,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10037,恐惧的村民,1016,1,1,14,472,15400,15400,12800,12800,12037#13037,dqryc.swf,FL_dqryc.swf,FB1016.png,FS1016.png
10038,村长,1018,1,2,14,461,19900,15500,12500,14000,12038#13038,cz.swf,FL_cz.swf,FB1018.png,FS1018.png
10039,雇佣打手,1021,1,1,14,472,15400,15400,12800,12800,12039#13039,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10040,雇佣打手,1021,1,1,14,418,18100,14100,11500,12800,12040#13040,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10041,雇佣打手,1021,1,1,15,440,18100,14100,11500,12800,12041#13041,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10042,雇佣打手,1021,1,1,15,500,15400,15400,12800,12800,12042#13042,dqrdf.swf,FL_dqrdf.swf,FB1021.png,FS1021.png
10043,变身怪兽,1022,1,2,15,650,17500,17500,14400,14400,12043#13043,wlgs.swf,FL_wlgs.swf,FB1022.png,FS1022.png
10044,小喽啰,1017,2,1,15,440,18100,11500,14100,12800,12044#13044,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10045,雇佣打手,1017,2,1,15,500,15400,12800,15400,12800,12045#13045,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10046,雇佣打手,1019,1,1,15,500,15400,15400,12800,12800,12046#13046,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10047,雇佣打手,1019,1,1,15,440,18100,14100,11500,12800,12047#13047,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10048,雇佣打手,1019,1,1,16,530,15600,15600,12900,12900,12048#13048,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10049,雇佣打手,1019,1,1,16,464,18200,14300,11600,12900,12049#13049,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10050,变身机器人,1023,2,2,16,762,17500,14400,17500,14400,12050#13050,wljqr.swf,FL_wljqr.swf,FB1023.png,FS1023.png
10051,乌龙,1024,3,2,16,663,15100,13600,12200,19400,12051#13051,wl1.swf,FL_wl1.swf,FB1024.png,FS1024.png
10052,强盗喽啰,1025,4,1,16,497,12900,18200,15600,10300,12052#13052,qdd.swf,FL_qdd.swf,FB1025.png,FS1025.png
10053,强盗拳手,1019,1,1,16,464,18200,14300,11600,12900,12053#13053,dqrds.swf,FL_dqrds.swf,FB1019.png,FS1019.png
10054,强盗喽啰,1025,4,1,16,497,12900,15600,18200,10300,12054#13054,qdd.swf,FL_qdd.swf,FB1025.png,FS1025.png
10055,强盗枪手,1017,2,1,16,464,18200,11600,14300,12900,12055#13055,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10056,强盗喽啰,1025,4,1,17,527,12900,15600,18200,10300,12056#13056,qdd.swf,FL_qdd.swf,FB1025.png,FS1025.png
10057,强盗枪手,1017,2,1,17,564,15600,12900,15600,12900,12057#13057,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10058,强盗枪手,1017,2,1,18,600,15600,12900,15600,12900,12058#13058,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10059,乐平,1028,2,2,18,881,16600,13700,16600,13700,12059#13059,lp1.swf,FL_lp1.swf,FB1028.png,FS1028.png
10060,普尔,1029,3,2,18,620,15200,12200,13700,19500,12060#13060,pe1.swf,FL_pe1.swf,FB1029.png,FS1029.png
10061,大斧强盗,1030,1,1,18,600,15600,15600,12900,12900,12061#13061,dfqd.swf,FL_dfqd.swf,FB1030.png,FS1030.png
10062,强盗喽啰,1025,4,1,17,527,12900,18200,15600,10300,12062#13062,qdd.swf,FL_qdd.swf,FB1025.png,FS1025.png
10063,强盗狙击手,1017,2,1,18,520,18200,11600,14300,12900,12063#13063,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10064,大斧强盗,1030,1,1,18,520,18200,14300,11600,12900,12064#13064,dfqd.swf,FL_dfqd.swf,FB1030.png,FS1030.png
10065,强盗枪手,1017,2,1,18,520,18200,11600,14300,12900,12065#13065,dqrqz.swf,FL_dqrqz.swf,FB1017.png,FS1017.png
10066,琪琪,1032,2,2,19,729,20100,12500,15500,14000,12066#13066,qq1.swf,FL_qq1.swf,FB1032.png,FS1032.png
10067,牛魔王,1033,1,3,20,978,20000,17000,15300,15300,12067#13067,nmw.swf,FL_nmw.swf,FB1033.png,FS1033.png
10068,普尔,1029,3,2,20,710,15200,12200,13700,19500,12068#13068,pe1.swf,FL_pe1.swf,FB1029.png,FS1029.png
10069,琪琪,1032,2,2,20,783,20100,12500,15500,14000,12069#13069,qq1.swf,FL_qq1.swf,FB1032.png,FS1032.png
10070,兔子团打手,1034,1,1,20,589,18400,14400,11700,13000,12070#13070,tztds1.swf,FL_tztds1.swf,FB1034.png,FS1034.png
10071,兔子团打手,1034,1,1,20,686,15700,15700,13000,13000,12071#13071,tztds1.swf,FL_tztds1.swf,FB1034.png,FS1034.png
10072,胖兔子团,1036,4,2,21,668,14400,20700,17500,11300,12072#13072,ptzt.swf,FL_ptzt.swf,FB1036.png,FS1036.png
10073,兔子团打手,1034,1,1,21,616,18400,14400,11700,13000,12073#13073,tztds1.swf,FL_tztds1.swf,FB1034.png,FS1034.png
10074,瘦兔子团,1037,4,2,21,668,14400,20700,17500,11300,12074#13074,stzt.swf,FL_stzt.swf,FB1037.png,FS1037.png
10075,兔人参,1038,4,2,22,1105,18000,20000,18000,11000,12075#13075,trs.swf,FL_trs.swf,FB1038.png,FS1038.png
10076,抢劫机器人,1039,1,1,22,758,15900,15900,13200,13200,12076#13076,qjjqr.swf,FL_qjjqr.swf,FB1039.png,FS1039.png
10077,抢劫机器人,1039,1,1,22,646,18700,14600,11800,13200,12077#13077,qjjqr.swf,FL_qjjqr.swf,FB1039.png,FS1039.png
10078,战斗机器人,1040,2,1,22,646,18700,11800,14600,13200,12078#13078,zdjqr.swf,FL_zdjqr.swf,FB1040.png,FS1040.png
10079,常胜,1041,3,2,23,787,15800,14200,12700,20400,12079#13079,cs.swf,FL_cs.swf,FB1041.png,FS1041.png
10080,战斗机器人,1040,2,1,22,758,15900,13200,15900,13200,12080#13080,zdjqr.swf,FL_zdjqr.swf,FB1040.png,FS1040.png
10081,索巴,1042,4,2,23,955,14200,20400,17300,11100,12081#13081,sb.swf,FL_sb.swf,FB1042.png,FS1042.png
10082,皮拉夫,1043,3,2,23,871,16400,14700,13100,21200,12082#13082,plf.swf,FL_plf.swf,FB1043.png,FS1043.png
10083,巨猿,1044,1,4,24,480000,19900,19900,16200,16200,12083#13083,jy.swf,FL_jy.swf,FB1044.png,FS1044.png
10084,警察,1045,1,1,25,1026,16100,16100,13300,13300,12084#13084,jc1.swf,FL_jc1.swf,FB1045.png,FS1045.png
10085,警察,1045,1,1,25,861,18900,14700,11900,13300,12085#13085,jc1.swf,FL_jc1.swf,FB1045.png,FS1045.png
10086,警察,1047,2,1,25,861,18900,11900,14700,13300,12086#13086,jc2.swf,FL_jc2.swf,FB1047.png,FS1047.png
10087,警察,1047,2,1,25,1026,16100,13300,16100,13300,12087#13087,jc2.swf,FL_jc2.swf,FB1047.png,FS1047.png
10088,警察,1046,3,1,25,778,14700,13300,11900,18900,12088#13088,jcdz.swf,FL_jcdz.swf,FB1046.png,FS1046.png
10089,警察,1045,1,1,26,1085,16100,16100,13300,13300,12089#13089,jc1.swf,FL_jc1.swf,FB1045.png,FS1045.png
10090,警察,1046,3,1,26,820,14700,11900,13300,18900,12090#13090,jcdz.swf,FL_jcdz.swf,FB1046.png,FS1046.png
10091,警察,1046,3,1,26,820,14700,13300,11900,18900,12091#13091,jcdz.swf,FL_jcdz.swf,FB1046.png,FS1046.png
10092,兰琪,1048,2,2,26,1144,21000,13000,16200,14600,12092#13092,lq.swf,FL_lq.swf,FB1048.png,FS1048.png
10093,刺牙虎,1049,2,1,26,1085,16100,13300,16100,13300,12093#13093,cyh.swf,FL_cyh.swf,FB1049.png,FS1049.png
10094,野狼,1008,1,1,26,908,18900,14700,11900,13300,12094#13094,yl.swf,FL_yl.swf,FB1008.png,FS1008.png
10095,刺牙虎,1049,2,1,26,908,18900,11900,14700,13300,12095#13095,cyh.swf,FL_cyh.swf,FB1049.png,FS1049.png
10096,恐龟,1011,4,1,26,997,13300,18900,16100,10500,12096#13096,kg.swf,FL_kg.swf,FB1011.png,FS1011.png
10097,刺牙虎,1049,2,1,27,1150,16100,13300,16100,13300,12097#13097,cyh.swf,FL_cyh.swf,FB1049.png,FS1049.png
10098,刺牙虎,1049,2,1,27,960,18900,11900,14700,13300,12098#13098,cyh.swf,FL_cyh.swf,FB1049.png,FS1049.png
10099,恐龟,1011,3,1,27,865,14700,11900,13300,18900,12099#13099,kg.swf,FL_kg.swf,FB1011.png,FS1011.png
10100,野狼,1008,1,1,27,1150,16100,16100,13300,13300,12100#13100,yl.swf,FL_yl.swf,FB1008.png,FS1008.png
10101,恐龟,1011,4,1,27,1055,13300,18900,16100,10500,12101#13101,kg.swf,FL_kg.swf,FB1011.png,FS1011.png
10102,恐龟,1011,3,1,28,912,14800,12000,13400,19000,12102#13102,kg.swf,FL_kg.swf,FB1011.png,FS1011.png
10103,霸王龙,1050,1,3,28,1896,17800,17800,14600,14600,12103#13103,bwl.swf,FL_bwl.swf,FB1050.png,FS1050.png
10104,小林,1051,1,2,28,1641,18000,18000,16000,14700,12104#13104,xl1.swf,FL_xl1.swf,FB1051.png,FS1051.png
10105,黑绸军格斗家,1053,1,1,28,1217,16200,16200,13400,13400,12105#13105,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10106,黑绸军格斗家,2005,1,1,28,1217,16200,16200,13400,13400,12106#13106,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10107,黑绸军格斗家,1053,1,1,28,1014,19000,14800,12000,13400,12107#13107,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10108,黑绸军枪手,1052,2,1,28,1217,16200,13400,16200,13400,12108#13108,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10109,黑绸军格斗家,2005,1,1,28,1014,19000,14800,12000,13400,12109#13109,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10110,黑绸军枪手,2006,2,1,28,1217,16200,13400,16200,13400,12110#13110,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10111,黑绸军枪手,2006,2,1,28,1014,19000,12000,14800,13400,12111#13111,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10112,黑绸军斗士,1054,4,1,28,1116,13400,16200,19000,10600,12112#13112,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10113,黑绸军斗士,2007,4,1,28,1116,13400,19000,16200,10600,12113#13113,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10114,黑绸军枪手,1052,2,1,28,1014,19000,12000,14800,13400,12114#13114,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10115,黑绸军斗士,1054,4,1,29,1182,13400,16200,19000,10600,12115#13115,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10116,黑绸军斗士,2007,4,1,29,1182,13400,19000,16200,10600,12116#13116,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10117,黑绸军格斗家,1053,1,1,29,1073,19000,14800,12000,13400,12117#13117,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10118,黑绸军格斗家,1053,1,1,29,1291,16200,16200,13400,13400,12118#13118,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10119,黑绸军枪手,2006,2,1,29,1073,19000,12000,14800,13400,12119#13119,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10120,黑绸军枪手,2006,2,1,29,1291,16200,13400,16200,13400,12120#13120,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10121,黑绸军枪手,1052,2,1,29,1291,16200,13400,16200,13400,12121#13121,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10122,黑绸军格斗家,2005,1,1,29,1291,16200,16200,13400,13400,12122#13122,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10123,黑绸军医师,1055,3,1,29,964,14800,12000,13400,19000,12123#13123,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10124,黑绸军斗士,1054,4,1,29,1182,13400,16200,19000,10600,12124#13124,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10125,黑绸军斗士,2007,4,1,29,1182,13400,19000,16200,10600,12125#13125,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10126,黑绸军医师,1055,3,1,29,964,14800,12000,13400,19000,12126#13126,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10127,黑绸军医师,2008,3,1,29,964,14800,13400,12000,19000,12127#13127,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10128,黑绸军斗士,1054,4,1,30,1252,13400,16200,19000,10600,12128#13128,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10129,黑绸军医师,1055,3,1,30,1018,14800,12000,13400,19000,12129#13129,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10130,黑绸军格斗家,1053,1,1,30,1369,16200,16200,13400,13400,12130#13130,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10131,海盗机器人,1056,2,3,30,1525,22600,13800,17300,15500,12131#13131,hdjqr.swf,FL_hdjqr.swf,FB1056.png,FS1056.png
10132,黑绸军斗士头领,2007,4,1,30,1428,13400,19000,16200,10600,12132#13132,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10133,黑绸军格斗队长,1053,1,1,30,1291,19000,14800,12000,13400,12133#13133,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10134,黑绸军格斗队长,2005,1,1,30,1291,19000,14800,12000,13400,12134#13134,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10135,黑绸军格斗队长,2005,1,1,30,1564,16200,16200,13400,13400,12135#13135,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10136,黑绸军高级医师,1055,3,1,30,1155,14800,12000,13400,19000,12136#13136,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10137,黑绸军精英枪手,1052,2,2,31,1640,16400,13600,16400,13600,12137#13137,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10138,黑绸军精英枪手,2006,2,2,31,1640,16400,13600,16400,13600,12138#13138,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10139,黑绸军高级医师,1055,3,2,31,1208,15000,12200,13600,19300,12139#13139,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10140,黑绸军高级医师,2008,3,2,31,1208,15000,13600,12200,19300,12140#13140,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10141,黑绸军格斗队长,2005,1,2,31,1640,16400,16400,13600,13600,12141#13141,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10142,黑绸军格斗队长,1053,1,2,31,1640,16400,16400,13600,13600,12142#13142,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10143,黑绸军精英枪手,2006,2,2,31,1352,19300,12200,15000,13600,12143#13143,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10144,黑绸军高级医师,1055,3,2,31,1208,15000,12200,13600,19300,12144#13144,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10145,黑绸军精英枪手,1052,2,1,30,1564,16200,13400,16200,13400,12145#13145,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10146,黑绸军精英枪手,2006,2,1,30,1564,16200,13400,16200,13400,12146#13146,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10147,黑绸军高级医师,2008,3,1,30,1155,14800,13400,12000,19000,12147#13147,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10148,大章鱼,1057,1,3,35,2753,19000,19000,15500,15500,12148#13148,dzy.swf,FL_dzy.swf,FB1057.png,FS1057.png
10149,黑绸军高级医师,2008,3,2,31,1208,15000,13600,12200,19300,12149#13149,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10150,黑绸军斗士头领,1054,4,2,32,1568,13600,16400,19300,10700,12150#13150,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10151,黑绸军斗士头领,2007,4,2,32,1568,13600,19300,16400,10700,12151#13151,hcjds2.swf,FL_hcjds2.swf,FB2007.png,FS2007.png
10152,黑绸军高级医师,1055,3,2,32,1264,15000,12200,13600,19300,12152#13152,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10153,黑绸军精英枪手,2006,2,2,32,1416,19300,12200,15000,13600,12153#13153,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10154,黑绸军格斗队长,1053,1,2,32,1720,16400,16400,13600,13600,12154#13154,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10155,黑绸军斗士头领,1054,4,2,32,1568,13600,16400,19300,10700,12155#13155,hcjds.swf,FL_hcjds.swf,FB1054.png,FS1054.png
10156,黑绸军格斗队长,2005,1,2,32,1416,19300,15000,12200,13600,12156#13156,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10157,黑绸军格斗队长,2005,1,2,32,1720,16400,16400,13600,13600,12157#13157,hcjgdj2.swf,FL_hcjgdj2.swf,FB2005.png,FS2005.png
10158,黑绸军高级医师,2008,3,2,32,1264,15000,13600,12200,19300,12158#13158,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
10159,蓝将军,1058,4,2,33,2160,16000,20000,18000,11100,12159#13159,ljj.swf,FL_ljj.swf,FB1058.png,FS1058.png
10160,黑绸军精英枪手,1052,2,2,32,1416,19300,12200,15000,13600,12160#13160,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10161,黑绸军格斗队长,1053,1,2,32,1416,19300,15000,12200,13600,12161#13161,hcjgdj.swf,FL_hcjgdj.swf,FB1053.png,FS1053.png
10162,黑绸军精英枪手,1052,2,2,32,1720,16400,13600,16400,13600,12162#13162,hcjqs.swf,FL_hcjqs.swf,FB1052.png,FS1052.png
10163,黑绸军精英枪手,2006,2,2,32,1720,16400,13600,16400,13600,12163#13163,hcjqs2.swf,FL_hcjqs2.swf,FB2006.png,FS2005.png
10164,黑绸军高级医师,1055,3,2,32,1264,15000,12200,13600,19300,12164#13164,hcjys.swf,FL_hcjys.swf,FB1055.png,FS1055.png
10165,黑绸军高级医师,2008,3,2,32,1264,15000,13600,12200,19300,12165#13165,hcjys2.swf,FL_hcjys2.swf,FB2008.png,FS2008.png
